review,sentiment
poor service. mejo malansa pa ung panga ng tuna.,1
"good quality sya,, subrang tagal dumating,,,",4
mukhang matibay po ang product na ito surely i will buy on my next purchase sa shop na ito. ibang kulay naman ang bibilhin ko.,3
"ok naman nang duamting sakin, sulit siya sa price kaya ngalang manipis yung tela, anyway mura ko lang nabili so overall i like it.",4
good angganda nyaaa 2nd time ordering from this shop and legit sya at maganda ang quality ng products bilis pa naship thank you po,3
ok naman kaya lang puro gasgas ung mga clip at magkakamuka pa nagchat ako sa seller na kung pwede random des. wala hindi marunong magresponse,1
good thank you seller maayus yung items thank at mabago siya...at pati kay kuya rider,3
2weeks before dumating ang tagal,1
ang ganda po at malaki ung product thank you seller,3
maganda siya lahat!! pwde dn palitan ung foam kaya ok..mejo manipis lng ung tela nia and foam pero super not bad for the price..love it!!,3
i ordered size 40 pero maliit pala sya,4
okay lang for the price.,4
good fast delivery. expected ko matatagalan pa bago dumating sakin kasi overseas pero hindi pala.. thank you seller,3
"haven't tried looks okay. di pa nalagay sa wall. pero may mga part na may scratch. meron din kulubot na part pero i think kaya naman magawan ng paraan, ung scratch lang talaga",4
deffective stand. bali. dapat icheck muna bago iship. sayang mahal pa nman sf.,1
all good bilis 1 day lang na recieve ko na agad order.... order nadin kayo,3
poor sobrang ikli hindi to 10m mali binigay sakin dapat pure white lang okay na sana kahit may design sobrang ikli naman mag rereturn and refund sana ako kaso nagamit kona isa ayaw ng isa lang ireturn hay sayang pera ko sobrang nipis pa.,1
2 binili ko 1 lang dumating ! tas pahirapan irefund d din ng rereply seller,1
super comfortable si baby love this shop pang 2nd order ko na to pero ang ganda padin,3
my son love the item.. but the lock was already damaged.. pls. see video attached.. i chat the seller but wala parin response.,4
6 out of 10 kase manipis sa baba huhu umm mali ang size na naorder ko pero kasalanan ko over all 7/10 kasi manipis sa baba e ang tagal ma deliver last year ko pato inorder e,4
mabango para sa anak ko to akala ko mag pinkish ang lips di pala pero mabango and maganda siya for teens..,4
ang ganda nya kala ko maliit lang nung dumating ang laki pala so satisfying matagal magagamit ni baby,3
butas ang bulsa nong kulay black at un namng isa ay nabaliktad ung tali nasa likod,1
10/10 hehehehhe seller thankyou napa ganda sobrang nagustuhan ko salamat talaga dimo ako binigo ang ganda nh texture nya at pag nilagay na sa lips sobrang ganda hindi mabigat ah parang may pag ka dulas pag ginamit na sa lips sobrang love it thankyou again seller,3
"ok ok nman sya, maganda, kasyang kasya sa akin, salamat shoppee at sa delivery rider,",3
asan power into.. sira.. hindi rechargeable,1
"so so i asked the seller to quality check the item first before shipping to make sure the product is working. unfortunately, they did not. one side is defective. sayang lang pera ko kasi may mas mura naman pala sa ibang shop na matibay at both sides of the fans",1
veryyy good ang ganda grabe di ko expect na ganto kqganda uung quality order ulit ako next time,3
ayoko talaga mag explain ng at least eighty (80) character. lalo na kapag di naman ganun ka commentable yung item. ano sasabohin ko? maganda yung pagkabasa ng wipes? hay nakuh.,4
sarap ng garlic saucee,3
hays sobrang na disappoint ako sa phone stand ilang beses na akong umorder dito pero binigyan parin ako nang damage na item hindi bha nakita kapag pinapack na?alam naman na sita dadalhin pa sa packing hindi ko alam kung trip ba talaga nila o sadyang tamad lang mg check ang,1
ok naman po....kaso kulang pinadala isang pares lng instead of 2 pairs.....paki double check nalng sa susunod b4 e ship....waste of tym to refund...,1
cute super. but i received it with a lot of dents. and the description “silent clicks. false marketing. its not. making a lot of noise. but its okay. cute naman. and fast delivery plus mabait ung customer service.,4
im so disappointed to the product and specially to the seller. why?? because i ordered 6 items pero nung dumating sakin 5 lang. atska mali rin yung mga shades na nakalagay. yung tan na orange ang shades pero pink pala. hayssst,1
sira agad kahit 3 time ko pang nagamit. sobrang nakakainis gusto ko pa namannnn yunh color huhuhuhuhu sana mapalitann huhuhu dont know,1
i ordered pink and violet tapos yellow at pink pinadala. favorite color pa naman ng anak ko ang violet.,1
good ok yung items kaso butas-butas ng nakarating sakin dahil naka lagay lang siya sa plastic ng j&t hindi man lang naka box ...so sad! pero goods yung item.,4
"good apaka ganda ng items nato, i order again kasi kinulang pa thankyou seller",3
"thank you, maganda sya, happy na yong anak ko, gagamitin nya sa school",3
5/5 ngustuhan ng anak qoh kso bilis pla mlowbat mis dn mpuno pg chargd mo,4
hindi naman po sya fast charger napaka sinungaling nyo po sayang lang po ung pera ko po,1
looks pambalot ng tinapa sorry for my word maliit din compare sa mga naorder ko n i don’t recommend this shop,1
"kakarecieved ko lng nung item, and wala namang elise panu ko kaya magagamit. check the item before sending it.",1
very mid. generous amount of serving so pweds na. service and ambiance …,4
super comfy nya. nagustuhan ng husband ko. thankyou seller,3
no po...maiinis ka lang saying ang pera muh kapag bumili ka nito usad pagong ikot ikot lang mahahighblood ka kapag ganurn.....,1
late rating po pero so far magaganda po lahat ng mga product na naedeliver saakin. nagamit ko na din po yung phone ring light saka holder ang ganda po. thank you seller,3
dhil kulang stock nila hinaluan nia ng nd nia ka presyo hayy .piro legit naman ang items nila,4
very useful tlaga sya at mabilis maluto mga niluluto ko ngaun. thank you seller worth it yung pagaantay ko ng matagal bago madeliver.,3
ganda at madikit xa kahit nd finish ung wall nmin,3
super affordable nice naman ang tela bibili ulit kame,3
(( i received violet instead of pink. nonetheless the quality is great !! fave panty ko to tbh sooo buy na <33 i swear by this,4
sira agad wag na kayo umorder shish,1
ok nman ang speaker. yun lang ang mystery box & pouch walang kwenta. nka plastic na mystery ba tawag doon e kita muna pag bukas. same pa yung matt,4
sabi ko icancelled na yung item tas dumating sakin wrong item pa karaoke microphone order ko tas dumating sakin 6pcs na correction tape?! kuhang kuha mo gigil kong seller ka.,1
ang ganda po at malki tnk u po,3
napakaganda.. love itt... ang ganda ng pagkakagawaa... complete and no damage.. at nakasale pa.. thank you sa pafree giftt... will surely buy again... thank you seller and shoopee,3
hm mabango pero ok lng namn so ganda will order again,3
"hndi man tumatagal yung init nya, but it's ok kc p1 ko lang nman syang nabili... excited pa nman akong gamitin sya tpos yung payong nman parang mababali yung mga tadyang,,, ang ninipis,. minsanang gamitan lang yata,,, kakadismaya",1
the product seems nice pero malayo lang medyo yung amoy sa dating pinagbibilhan ko ng ganitong perfume like the smell sometimes fluctuate idk if it was just me or what,4
mali ung binigay ni seller 2liter ung order ko eh mali nmn ung size na pinadala...,1
nakaka badtrip gusto ko nang refund seller d gumagana sayang yung pera ko,1
quality is not good. im using it for 3 to 4 weeks already. the amount of dust accumulated is minimal,1
"well complete kitchen utensils, clean and accomodating staff, one thing disappointing is.. the pool os so look dirty i think one year na yung tubig and weekly lagay ng chemical.. sayang..",4
thankyou seller. bilis lang dumating. really satisfied buyer here! sa uulitin po. thankyou. thankyou. kudos.,3
not sure kung anong smell ng perfume toh very disappointed,1
"usually nagbibigay ako ng 4 or 5 stars actually 2 ang inorder ko 1 is xl and the other one is xxl but when i opened the xxl i was shocked that its all soaked wet, yung iba naman hindi basa eto lang talga si xxl ang basa, the seller",4
maganda sya kasya lang sa anak ko kaya 5 star kayo sakin thank you din po kay seller at kay kuyang rider,3
expected ko nakalagay sa mystery pouch nila kaso parang pinagpalitan na to ng shoppe hahaha,1
well packed but i dont know saan galing ang mga scatches.,4
chiffon ang nipis ng tela.. ok sana ang ganda bgay cia pngbeach.. bakat ung panty pgsinuot mu cia..,4
"not what i expected. manipis. may butas yung color pink na watermelon ang print. i should have ordered to the previous shop na pinag orderan ko dati, out of stock nga lang kaya dito ako napa order. mas mura dun at maganda quality ng payong ",1
"very poor ang service kulang ung pinadalang item wala man lng message n kulang ipapadala kahit message mo si seller hindi na reply, wag na po kayong mag purchase s store na ito very irresponsible s kanyang customer",1
"ayaw mag charge!!! maganda naman ung item eh, kaso ayaw mag charge. aanuhin koto? nag send nga ng picture si seller, hindi naman gumagana ung charger. wag kayo bumili dito, marami pang ibang mas ok na item jan.",1
sira yung sa first nya na highlighter kaya nakaka disappoint but the rest ok naman,4
i ordered 2 of this and itong isa damaged bakit namn ship nyo ng may defect ung isa gumagana tong isa umiinit lang! sana bago nyo ship check nyo muna mabuti ksi ung box nya ok hindi sa shipment ang problem,1
thankyou so much seller. sa uulitin gustong gusto ko po yung white eheheh,3
matagal na nga ang shipping sira pa nung dumating my god sayang ang peranot recommended,1
"good .maganda naman items nila kaso mali yung isang design, mas cute ung napili kong design which is the dog design ksi dog lover kmi pero bear ung bnigay skin na light pink. sana chineck muna mbuti, tama naman ung naka indicate sa receipt nila pero mali ung nalagay.",4
nakakdisappoint lang kasi extended mouse pad na nga yung order tas pati mystery pouch mouse pad din ang din pero all goods naman thankyou rin seller,4
"nakaka disapoint lng po kase halos lahat ng feed back sa inyo is maganda kaso pag dating sakin bat ganun po black purple inorder ko black red ang dumating , huhu pero thanks kay kua rider mabait po sya ...",1
parang bond paper sa nipis! akala ko mahaba not true to size. madali lang mabutas not satisfied at all..,1
yeereyyy dumating din! thank you soo much. it works on me and its really comfortable to use. i can now touch it in my ipad easily. thank you!,3
"not same quality as before. plastic na sya at madaling mabali. tumutungo kusa, paktay na. cable is so short. t_t. sa j&t, hwag sinungaling sa pag-tag ng delivery status. its very unfair to us buyers that you blame us for failing to deliver the item. twice happened to me. reported",1
disappointed ako. kahit sa tela ang pangit... free size pero ang liit parang pang bata...,1
parang same lang sila tan at burnt hindi ko makita pagkakaiba. parang pare-parehas lang hindi ko makita pagkakaiba ng tan sa burnt. same sila kulay same sila texture pero mabango naman.,4
di ko gusto ang mga kulay ng random designs ni seller sa medyas..,1
loss na ang garter na binigay dito di pantay tuloy tas nahuhulog yung isang part gawa ng lumuwag na ang garter so disappointed dito pati sa prix na bra,1
thank you shopee sa sexy bra.. mabilis ang delivery. maganda ang tela.. mura lang po sya... thank you kay seller at kay kuya rider. 2x n po ako naka order nya.. mukhang mamahalin hehehe,3
serves it's purpose. sakto lang yung pag ship ng items di naman umabot ng 1 week. packaging is okay kita naman sa video. kunpleto dumating.,4
excellent maganda ang quality though mali ang color na napadala ni sender pero goods na,3
it do last but binanagsak niya yung lashes ko,4
"good quality, , nasusunod yong kolay na inorder kosalamat sa reseller nag send muna ng picture bago ipack, thank you",3
ok na rin...kaso maluwang sakin...feeling ko mahal xa para s price nya.salamat na din kc mabilis naman naideliver.,4
walang kwinta ang liit ng size himdi manlang ng rereply yung seller,1
goods sana kaso wla yung nilalagay sa ilalim ng straw. yung excited mu nang gamitin. haysss. dissapointed to the max. dito aq nag order kasi ang ganda ng mga review ehh. how come na sakin lang 2 nangyari. haiiii.,1
"goods parcel received ang cute ng mascara , ang ganda niya sa pilikmata thank youu seller",3
"so ano na seller? disputed yung request refund return ko? so yabg 3 pcs na sira at isang pa dito na ayaw mag detect ang sin wala na din akong refund? marami pa naman akong binili sa inyo, sinira nyo tiwala ko bibili pa sana ako ng mas marami pa",1
sakto ang mga binigay nyo po size kylang yung isa hnde parehas ang design sa tapakan.. ang dmi ko binili sau. pero lugi ako kc hnde kinuha yan dhil hnde parehas ang design,1
"eto na at dumating din yung item...reasonable price for a reasonable item..good quality, thanx to seller @ sa shopee...",3
di worth it sa 300 dalawa lang order ko pero mag kaiba yung balot sa loob sira pa yung box na pinag lagyan. isa pa di manlang ing bubble wrap yung item hindi nasecure. lubog yung button nung isa buti gunagana pa. di na ako mag eexpect kung tatagal to.,1
maliit sya sa actual size .binigay ku nlng sa kapatid ko,2
"hii, sorry if late rate. sobrang late haahahahahaha medjo disappointed lg kase butas, pero ok lang di naman makikita, tsaka kalaq di ganyan design. btw tatlo yan kaso nilabhan, yun lang, ok naman sya nagagamit naman",1
kulang ung item na dumating . sa mga bibili jan na nage expect ng free bulb wag po dine kase wala po kayo pa bibili niyon another 200 pesos for bulb. tapos naiinis ako sa clicker nong tripod sa product description ung rechargeable nakalagay pero nong dumating ung de battery,1
manipis siya kaya ang hirap imanage.. we tried using blower na niyan pero ng dmai parin siya msyadong smooth tlagang sa nipis nadin siguro i tried asking questions s aseller before umorder thank you lang yung auto reply,4
100% i am 100% satisfied with this purchase. i've already used it. thank you seller and rider for taking good care of my order.,3
nakainis hindi akin umiilaw exited pa nman ako neto at di iilaw sayang lang pera ko i chech nyo nmn bago i ship at nanginginit ang electric fan na maliit at di siya gumana,1
"thank you seller! nice product po and gumagana po siya. when i tried it, nakakuha talaga siya. salamat at god bless sa store.",3
ok bkit nman gnun 3items ang inorder ko pero dlwa lng ang nareceive ko.. akala ko nkamura na q ako pla mabubudol... ayusin nyu price nyu kung hindi rin masusunod order ng costumer nyu 3 items order ko pero dalawa lng pinadala nyu.. nkkadala umorder kpag ganto...,1
maliit siya. kaya if you are 37 order ka ng 38 maliit yung sizes nila.,2
good tnk you seller and mr rider s mbilis n delivery,3
basag po sya tapos ..sira ung tunong nya..kla ko makakamura ako mapakikinabangan ko ..first time kong na dissapoint sa shoppe,1
thank you napaka bilis naship maliit nga lng skn add 1 size pala dpt pero ang ganda,3
good 2x na ako nag order sa shop na ito maganda matagal bago masira,3
maganda sya kaso walang free essential oil,4
bet na bet ko to of all my orders...pati kapatid ko na inggit kaso isa lang inorder ko... ganda tlga ...pwedeng pang gift..elegante ang packaging safe tlgang ma rereceive mo. thumbs up to the seller,3
ok nmn lahat ng items. sulit pagkakabili. repeat order na to. ilanv beses na ko nabili kay seller. pakicheck po nxt time completeness before delivery. tnx.,3
gagomg seller mali mali namn pinadala ang liit ng size 38/39 order ko tas mali rin design tarantado,1
nice quality..very responsive pa si seller.sulit sa presyong napakamura.maraming salamat talaga. surely will order again..,3
"ordered 10/6, shipped 10/7, received 10/10. rated as above coz i asked seller if they could pack it well coz it’ll be given as gifts. could improve packaging. 6/7 boxes were dented. product inside’s ok. no damages. will check if it’ll really hold cold/hot beverages for a long time.",4
yung charger port po ay hindi masyadong gumagana kailangan mo pa pong patungan ng mabugat na bagay para gumana sya.,4
"mahina po ang speaker. anyhow, magagamit pa rin. kaya, salamat po.",4
ayun po may mga damage yung iba sana lang wag magkarashes c baby..slaamat..,4
okay puro medium order ko. may nasingit na large,2
"hindi sya true to size,order ko size 38 dumating size 32.hindi ko kasya kaya 1 star lang nilagay ko",4
thank you so much seller. correct color naman and malakas ung mist niya. mabilis din ung shipping. will definitely order again,3
delivered promptly. sobrang balot na balot and mej naulanan but nashield naman ang product. working naman lahat ng buttons.,3
medyo manipis yung item tapos sobrang tagal bago naship out almost 1 month bago na receive tapos kulang 9 meters lang yung haba.,4
good sa unang salang ng yelo mejo maliit ang nagawa then nun 2nd and third mejo lumaki na goods sya sa pang araw araw or pag may handaan pag biglang naubos ang yelo mo sa bahay,3
problim ko lng di nsunod ang kulay blue order ko ang dumating ay white so ano pa silbi ng choose the color kng di nman pla masunod gusto ng costumer...seller nxt time dn hwag kyo pla dsetion sa color pg wla pm nio muna kmi na costumer!!! ,1
walang picture and video nung product wala kase ako sa bahay hehe pero naka8 na yata akong bili dito nagustuhan kase nung mga kasama ko. pabudol na kayo.,3
maganda okay lang po ang quality swak sa price niya.this is my 2nd order.,3
"not long lasting at first natutuwa ako sa seller kci before and after ko mag place ng order very accommodating sya sa lhat ng tanong & chat ko, but when i recieved the item inform them na may leak di na sya sumagot. a simple sorry ok na sana kc",1
"complete items and all is right color ,, legit na good quality. kylang need more apply kpag light color to achieve ang color na gusto nyo. U",3
mabilis malobat in the middle of the night,2
"bumili ako ng xxl, xl at large. yung large at xl same lang yung lake parang small lang kaya kung matangkad at mahaba legs nyo di to para sainyo. di din pwede sa malalaki hita, masikip sya sa bandang legs. anyways, thank u pa din sa seller kasi kumpleto ang",2
first time ko bumili walang binigay na gravy,1
thank you seller ang ganda po saktong sakto sa akin,3
fit for its price ok naman xa sakto lang s presyo nya... maganda ung lalagyan nya... kaso hindi din xa original... mabilis mag init ung ulo ng charger... magnda ung extension wire kaso magaan lng ulo ng charger nya... as i expected...,4
"i love it, maganda sya tas pag tinap mo sa screen na sesense sya ng maayos at di nag puputol pag nag-sswipe ka so sa mga duda paren, wag na po, eto na yung sign,bilhin mo na hahahahaha",3
aesthetic grabe ang ganda ng tumbler. super elegant din tignan tsaka sakto ang bigat. talagang okay yung material na ginamit dito.,3
good food but loud music sounds that made the cashier's voice raise while asking the orders. we're all wearing mask plus loud music that made me irritated. kaya nagulat kami na yung food na pinapaserve namin e sinama sa mga pinatake out namin. hindi naintindihan ng cashier.,4
may butas po ang isang jogger pants,4
i ordered 2 pink and 2 white fans but all pink ang dumating.,2
tama lahat ng order ko thank you sa shop at nasunod ang kulay at design na bet ko will order again next time,3
good kararating lng. di ko pa sya natty kasi wala battery! sana effective at matagal gamitin. thanks seller & kay kuya rider!,3
good nice na po sana kaya lang pingkot ung stand. nakabubble wrap namn at nakabox pero dahil mura nga lang manipis lang din box nya. mabuti di ung ring light ang nabasag kundi aayang ang pera. mali n ito ng courier.,4
"next tym check nio item,kung gagana ba or my sira,khit cra papadala nio sa buyer nio.mkabenta lng.",1
gumagana if looking for cheap bluetooth earphones eto na goods ka na dito pero if around 175 hanap ka nalang ng 200+ sa iba na maganda built and sound kasi tingin ko hindi tatagal sakin to.,4
super ganda niya po kaso yung shade dark po kasi yung order ko pero may pag ka pink na light po sya pero sulit namn.tenkyou seller,3
mali po ung product na binigay nyo wla po ako inorder na earphones ang i order a white brallete tas d pa nakalagay sa plastic ung mga bra literal na parang nilagay directly ung product sa plastic ng jnt then wla ng platic na isa pa na pag lalagyan nung,1
maliliit yung sizes then dapat 2 briefs kaso 2 boxers yung dumating. pero okay naman yung quality,4
good. waterproof eyeliner sobrang tagal mabura. yung mascara super ganda.,3
second time order ko na po and again ang ganda ng quality nung tumbler. okay din yung spoon n fork set hehehehe thanksssss,3
kulang ang items na binili ko.kulang ng mousepad at wlang connector ang isang bluetooth mouse.contacted seller but never get back to me.,1
good mukhang matibay naman sana mag tagal saka i like the color same sa sample pic nya bilis din ng deliver kinabukasan na recieved ko na salamat po,3
good service pero dapat marunong kang mag hintay …,4
yung sa lower part yung sa kaliwa mas maluwag kesa sa kanan (diko napicturan kase binigay ko sa bf),2
mali ang dumating na items nakaka disappoint. i paid right amount you should ship the wrong order. wont order again in this shop.,1
good thank you seller at shoppee pati din pala kay kuya rider,3
"i am disappointed in today’s parcel. 2nd order ko na po ito and the 1st order fits me well and i loved it that why i ordered again but i was disappointed (pls see pic) malaki, may sira yung isa tapos iba yung size sa inorder ko at sa dumating",1
worst customer service experience ever. first time ill ever give 1 star to a unlimited restaurant. this is too much. if you can't accommodate everyone better add people. you have the worst customer service ever. sobrang sayang pera sa inyo!,1
i love the quality of these bras kasya saakin kahit na ang payat ok,3
talaga kayang ganun ung item parang second hand ang daming scratch.tas mabuway pa yung paa.,4
tnk u po dahil fast charger tlga xia ntry ko na gamitin.....,3
"mabilis nga po yung shipment mali2 naman dineliver,medium order ko small pinadala",4
dito po kayo umorder.. ang ganda at lahat gumagana!! legit guys.. nagagamit ko xa lalo na dito samin kc wlang kuryente sa gavi.,3
rubber outsole tnx seller good quality namn at matibay order ulit ako ibang color nmn.. tnx dn kuya driver,3
good thank you seller and rider..maganda po yung item mali.lng ako ng size kala ko 34 kasya sa akin.maliit...benta ko nlng sa mga teen tapos.order uli.ako,4
"box walang bubble wrap at yupi nung dumating. as seen on the pic, yung cable hindi gumagana, i had to use a different cable to charge. gumana naman after. next time sana i-secure ni seller ung mga items para walang damage.",4
"70% madali lang syang dumating sakin, nasunod naman ang kulay kaso ang binigay saakin yong may itim² na di na matatanggal, pag gumala ako ang dumi tignan though affordable naman ang presyo nya at dito ako bumili palagi ng mga sandals ko pang 3-4 na order ko na,ngayon lng ako",4
maliit d q expexted gnito 36 n order q d prin k sya sakin d aq makahinga pwd ba ito papa litan,4
"ganda po ng quality, then sobrang sulit kasi low price siya",3
"complete order maganda ang quality, kaso ang face mask storage sira ang ziplock, kay 4star lng muna",4
"this one is very classy tignan and comfortable din but unfortunately hindi bagay sa sa malapad yung paa, di matago haha same issue lumuluwang yung strap",3
ganda ng quality sa murang halaga! thanks seller. sa halagang 74 pesos sulit! order ako ulit. thanks shopee!!!,3
"ang ganda,ang bilis pa dumating thank you seller!",3
thank you ang ganda kaso maliit lang pla.,4
"very nice delivery guy!! thank you seller for the product, it looks nice! sana d agad lalamig ang not coffee o mawalan ng lamig kapag malamig na inumin ang nilagay. thanks shopee!",3
complete and correct ok na sna mabilis lang xa dumating kaso manipis at saka d x magkakapareho ang laki.ung kulay gray masyado malaki na mukhang maluwag ung pinakagarter sa bandang itaas.,4
i have requested not to put the tape direct on wallpaper instead wrap first with paper then put tape on it. mahirap / nasisira yung wallpaper s pag alis ng scotch tape.just disappointed.thanks anyway.,1
ang ganda nagustuhan ko thank you po seller,3
super super bagal mag charge... very disappointed,1
ang ganda ng itemmssss!! bilis pa dumatinggg!! kaso i will just give you 4 stars dahil may butas yung isang item!! still thank youuuu seller. kayo lang yung nakita ko na mas muraa ang items sa shopp!!,4
very good thank you seller full charge cya ng dumating kya natuwa at naexcite agad aku itest cya and mas natuwa aku kc mlakas cya di cya sabog ang cute ng lalagyan nya perfect cya pra skn....i recommend this shop thank you,3
ang tigas ng texture nya parang ayaw ipa apply sa lips mo,1
1 star kol lang par bagal dumating anong petsa na isang buwan sabe ko cancel na to diba wag kayo bumili dito scammer to,1
"i give 4stars dahil ang item ay ok nman pero ang cellphone menu is iba sa expected ko na nkalagay sa image post nila. sabi new version daw. don lang ako na disappoint kunti. pero overall, nice item for back-up po sa mahihina na signal",4
"maganda po yung items. though medyo manipis, its okay kasi comfortable to wear. yung isang item lang, may sira pala siya, ngayon ko lang napansin.",4
 ilang beses ko na siyang ginamit at lininisan pag binuksan mo siya bumabaho siya,1
"di mukhang bago yung ring light, may scratches at may slight crack sa side. pati yung box ng ring light mismo mukhang luma na. yung wire din ng ring light di naka attach mabuti. di na kasya sa upload ko kaya di ko malagay. tapos super luwag nung sa tripod",1
"not good tagal ko hinintay kasi gagamitin ko sa intrams, pag dating may basag yung isa, can i get a refund sa isang item na basag? sana pansinin ni seller.",1
"ok po yung 2l motivational bottle, yung problem po is yung dalawang order po namin na 450ml na bottle may sira po at yung kulay mali po sana po sa susunod na may mag order ayusin na po ni seller, info toh sa mga susunod na bibili sana po maging",1
isa o dalwang beses lng sya gumana. sayang money ans sayng ung oil ksw d man lang nag 3/4 ung nabawas ksw ayaw na agad gumana.,1
"kapag nilagyan na ng tubig wala na amoy.. kaya pure wala na halong tubig ang nilalagay q.. 2 pa nmn order q, mahal pa..hnd na mauulit .. take note hnd din gumagana ang isang humidifier.. 1 lang nagamit q. tsk.tsk.tsk",1
im disappointed for this product sira yung isa product na inorder ko .yung kawitan ng bra.,1
"great super ganda nung sapatos, and i advise lang sa mga mag order na mag adjust sa size kasi para masuot pa ng baby nyo ng matagal",3
thank you seller order received maganda ang quality secured din ng dumatong bagay talaga sa bahay will order again will oder again,3
"not recommended, dumating sakin frame sira..nasira lang tuwa ko",1
excellent ganda ng product at very comfortable pag sinuot love it . ganda din ng colors and basta i love the product thanks to the seller,3
"okay nagorder ako nito kasi sira na ung earphones ko, matagal syang dumating and i needed a new one immediately. pagdating di nagana ung right pair i dont know why. i was expecting a good sound as well pero hindi sya ganon ka high quality. ",1
malamig at masarap suotin mabilis na-deliver ung item. oorder ako ulit nito. salamat shopee.,3
mejo mabagal magrespond c mouse. need mo hintayin.,2
"7 black po inorder ko gold yung dumating excited sana, nakaka disappoint",1
"smooth i love these products. first time to use blk and so far it didn't disappoint. complete orders, nice packaging as well. will definitely order again.",3
na receive ko na po now ung mga item. nakaka disappoint kasi pag open ko ng plastic hindi naka sealed ng maayos mga item ko and naka bubble wrap pero sira. sa earphones po wala ung plastic na pinaka sealed niya di ko pa na test kung gumagana.,1
nice ang packaging and wala syang damage thank you seller,3
mabilis ma lowbat and hnd sya pang malayuan and ang hirap nung touch nya hnd ko ma volume and low volume at minsan bigla nag babago yung tunog nung sounds nya . and pangit nung print nung binigay sakin merong bakat yung maling print tapos pinatungan ulit ng print .,1
it came broken and the seller is unresponsive. sayang pera ko.,1
"item received na kumpleto. walang labis, walang kulang. sakto lang. maganda ang quality, order to nang kapatid ko. okay daw sa kanya.",3
ang ganda nagkamali lang kami ng size na order pero ok lang maganda naman ang product gray talaga order namin pero walang available kaya nag usap nalang kami ni seller pinalitan namin ng kulay at nag request na din kami sa ibang item mabait ang seller,3
"0 wag kayong oorder dto, manloloko seller na to, tumblr inorder ko wipes pnadala. tapos nagpparefund ako gusto ibalik muna ung wipes na halagang 10 piso! parang ikaw pa magmamakaawa mabalik pera mo kahit hndi naman ikaw may mali. ilang araw nako naghhntay ng refund ko wala pa dn gusto",1
i give this only 3 star maganda na sana pero bat sobrang lambot di katulad nung color white baka pag inapak ko toh sa labas matusok paa ko hahahaha,4
"its nice pero parang gamit na yung shoes, yet still pretty. kuddos to fast delivery",4
"complete order, maganda ang tela para saken , sakto lang sa asawa ko po kase strech. sya. yung isa nasuot na ng asawa ko . thank you seller and kuya rider",3
i was amazed of the quality. mura yet di ka mapapamura sa quality. i always prefer ksi large sizes for jogging pants para comfortable mag jogging. thank you seller for this.,3
not tag 32. then factory defect pa talaga.,1
dust i got from 2 beds sobrang ganda ng product na to! i just noticed na parang amoy sunog habang gnagamit sya. i also dont recommend using it ng matagal. feeling ko magooverheat sya.,4
walang kwentang store to...wrong item...i recomend wag na kau bibili sa store na to ...makapag bent alng maling item ipapadala...walang kwentang store...di sumasagot si seller..... kasi alm nia mali xa,1
may damage pa.small size 38/39 parang size 5 lng po.kya order p ko isa.try k 39/40.,1
very nice thank you po seller very nice at wlang sira may free stickers pa,3
"maganda yung wipes, soft siya at walang amoy very affordable for its price and 80 pieces na siya matagal siyang magagamit nh baby ko.",3
"hindi complete yung order. they even message me to click the received para mabigyan ako voucher pero kahit naclick ko na they're still giving me any refund or voucher. they are aware of the two missing items, i even sent them a video.",1
i am expecting that i will got 2 set of different mystery parcel since i ordered 2 mystery parcel. i quite disappointed it's ok to have it 1 packaging but i received the same items,1
"d namn n nya napagaling allergic rhinitis q.. mapanlinlang...what do i expect, china made...",1
ok nman sya gumagana...malakas din ang fan at nagsend din ng pix si seller bago i-ship out kaya lang yung lalagyanan sana ng battery sira...magagamit mo lang sya outside pag may powerbank ka,4
"super sulit. legit 24hrs na malamig pa din tubig sa loob,.very satisfying",3
complete and well package naman po yung parcel..medyo maliit lang po ung mga sizes sana po magtagal para kung maganda po maka order po ulit ako..,4
super sealed and nice ng thumbler. di ko pa na tetest kaya 4 stars lang binigay ko. pag nag work siya ng mabuti. i will order again. kasi nagustohan ng partner ko.,3
maganda naman yung payong. parang di siya masyado durable yung frame niya pero maliit talaga siya and magaan. thanks seller,3
the best food but not good in service...the server not that friendly and accommodating nasa 60% ganun.....nag.smile sana po,4
"maganda po sya, kaso di ko po alam kung paano sya gamitin, need nya pa pala po ng battery.. pa tutorial naman po kung paano gamitin, di ko pa kase alam.. thankyou po",4
madali siyang ma lowbat lalo na nka connect sa internet 30 mins.lng lowbat n agad....matagal mag connect sa utube at fb,1
"2 okay naman ang earphone, disappointed naman sa smart watch",4
"napaka pangit ng item nyo low quality nanga, sira pa tssk",1
"super sulit 39 pesos!!! super ganda ng tela and super fit sa ‘kin saktong sakto sa katawan ko na medj chubby, pa budol na kayo guys!! order ako uli next time ibang color naman huhu",3
"10 quality product in affordable price, ang ganda ng mga designs and color. same na same sa picture. i will order again in the future.",3
thankyou kay seller tama ang lahat ng order ko ang gaganda what u see is what u get basta legit sya,3
so far so good. not tested yet but might edit this later my 1st order on shopee,3
magandalaaaaa lahatt superrr nice quality at di ka talagaa malulugi hahahhahhahaahahhahahhahahahahhahahhehrhhehehhehhihihuuiu,3
"good so excited to use it kasi i really want it, good naman madaling uminit yung downside lang is mahina labas nang water sa shower, will buy another one nalang to replace sa mismong shower",4
